asset_code,serial_number,brand,model,asset_type,category,purchase_date,purchase_price,warranty_expiry,condition,status,apartment_code
VH-AC-C43-0002,SE190Q15742,Hitachi,RSG312HCD0BW,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C43-0001,SE190Q15753,Hitachi,RSG312HCDOBW,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-WH-C42-0002,19090038607037,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C42-0001,19090038606689,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WM-C42-0001,03WH5PBMA03651T,Samsung,WA60M4100HY 01/ TL,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-TV-C42-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-ST-C42-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C42-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C42-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-SF-C42-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-SS-C42-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-RO-C42-0001,null,hindustan unilever Pure,null,RO Water Purifier,Kitchen & Dining,null,null,null,good,allocated,null
VH-RF-C42-0001,null,Godrej,RD EDGE 205 TRF 2.2/2019,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-MW-C42-0001,306NMVJ019671,LG,MS2043DB.DB1QILN,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-MA-C42-0005,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C42-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C42-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C42-0002,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C42-0001,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-IS-C42-0001,BB03KC1376A4083,Impex,Omega H2a,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-FN-C42-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C42-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C42-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C42-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-DT-C42-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-CB-C42-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C42-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C42-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C42-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C42-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CO-C42-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C42-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C42-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C42-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C42-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CH-C42-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C42-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C42-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-BS-C42-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C42-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C42-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-AC-C42-0003,SE190Q15792,Hitachi,RSG312HCD0BW,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C42-0002,SE190Q16134,Hitachi,RSG312HCD0BW,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C42-0001,SE190Q15718,Hitachi,RSG312HCD0BW,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-WH-C41-0003,19090038607035,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C41-0002,19070038603637,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C41-0001,19090038607036,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WM-C41-0001,TFP0JB0309240426,Voltas,WTL6004UEA/BPBPOA,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-ST-C41-0004,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C41-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C41-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C41-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-SS-C41-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-RO-C41-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2024-03-30,7000.00,null,good,allocated,null
VH-RF-C41-0001,null,Samsung,RR24C2823CU/NL/2024,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-MA-C41-0006,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C41-0005,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C41-0004,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C41-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C41-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C41-0001,null,null,New,Mattress,Furniture,null,null,null,good,allocated,null
VH-IS-C41-0001,LI02247947918,Judge,null,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-FN-C41-0005,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C41-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C41-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-AC-C21-0003,4552355A19DB01450,Voltas,Voltas EU 123 DZx,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C21-0004,4552355A19DB01007,Voltas,Voltas EU 123 DZX,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-C21-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C21-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-C21-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C21-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C21-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C21-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-C21-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C21-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C21-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C21-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C21-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C21-0006,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-C21-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C21-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C21-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C21-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C21-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C21-0006,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-C21-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-C21-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C21-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C21-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C21-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C21-0005,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-MA-C21-0001,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C21-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C21-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C21-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C21-0005,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C21-0006,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MW-C21-0001,402NMWW021297,Samsung,MS2043DB,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-C21-0001,null,Samsung,RR20N1Y1ZSE/HL/2019,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-C21-0001,null,hindustan unilever Pure,null,RO Water Purifier,Kitchen & Dining,null,null,null,good,allocated,null
VH-SS-C21-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-ST-C21-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C21-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C21-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-WM-C21-0001,03WH5PBM504055Z,Samsung,WA60M4100HY/TL 01,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-C21-0001,19020038613965,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C21-0002,19020038613963,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C21-0003,19020038613961,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-C24-0001,IAF252600214,Whirlppol,1.0 ton MFCL 3S COPR-P,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C24-0002,AL00MJ00Q015UM4B0163,Haier,HS18T-NMW2B,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-C24-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C24-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-C24-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C24-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-C24-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C24-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C24-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C24-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C24-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-C24-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C24-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C24-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C24-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C24-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-C24-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-C24-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C24-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C24-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-C24-0001,LI02247943821,Judge,Optima Plus,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-MA-C24-0001,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C24-0002,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C24-0003,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C24-0004,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C24-0005,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MW-C24-0001,246PULCTFU02373,Panasoic,NN-SM25JBFDG,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-C24-0001,null,Samsung,RR20C1723S8/HL/2024,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-C24-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2024-08-21,7000.00,null,good,allocated,null
VH-SS-C24-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-SF-C24-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-ST-C24-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C24-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-TF-C24-0001,null,null,null,Table Fan (Wall),Appliances,null,null,null,good,allocated,null
VH-WM-C24-0001,04KT5PBX602187E,Samsung,WA70A4002GS/TL 02,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-C24-0001,null,Venus,06GL/2021,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C24-0002,19070038603639,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-C31-0001,4552355A19DB01703,Voltas,Voltas 123 DZX,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C31-0002,4552355a19DB01320,Voltas,Voltas 123 DZX,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C31-0003,4552355A19DB01082,Voltas,Voltas 123 DZX/4502515/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C31-0004,4552355A19DBC1750,Voltas,null,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-C31-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C31-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C31-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C31-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-C31-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C31-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C31-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C31-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-C31-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C31-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C31-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C31-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C31-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C31-0006,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-C31-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C31-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C31-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C31-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C31-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C31-0006,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-FN-C31-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C31-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C31-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C31-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C31-0005,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-C31-0001,Not available,Impex,Omega H2a,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-MA-C31-0001,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C31-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C31-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C31-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C31-0005,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C31-0006,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MW-C31-0001,null,Samsung,null,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-C31-0001,0BFE7WDM502897P,Samsung,RR20N1Y1ZSE/HL/2019,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-C31-0001,null,hindustan unilever Pure,null,RO Water Purifier,Kitchen & Dining,null,null,null,good,allocated,null
VH-SS-C31-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-ST-C31-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C31-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C31-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C31-0004,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-TV-C31-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-WD-C31-0001,null,null,Single Door Wardrobe With Mirror,Wardrobe,Furniture,2025-06-17,4194.92,null,good,allocated,null
VH-WM-C31-0001,03WH5PBM402851V,Samsung,WA60M4100HY 01/TL,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-C31-0001,19020038613964,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C31-0002,19020038613681,Venus,null,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C31-0003,19020038613683,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-C34-0001,4552355A19DB01661,Voltas,Voltas EU 123 DZX,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C34-0002,null,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C34-0003,null,null,null,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-C34-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C34-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C34-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C34-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-DT-D41-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-CH-C34-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C34-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C34-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-C34-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C34-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C34-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C34-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C34-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-C34-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C34-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C34-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C34-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C34-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-C34-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-C34-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C34-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C34-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C34-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-C34-0001,BB03KC01376A2321,Impex,Omega H2a,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-MA-C34-0001,null,null,New,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C34-0002,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C34-0003,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C34-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C34-0005,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MW-C34-0001,308NMHL000201,LG,MS2043DB.DB1QILN,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-C34-0001,null,Samsung,RR20N1Y1ZSE/HL/2019,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-C34-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-10-27,7000.00,null,good,allocated,null
VH-SS-C34-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-SF-C34-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-ST-C34-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C34-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C34-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-TV-C34-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-WD-C34-0001,null,null,Single Door Wardrobe With Mirror,Wardrobe,Furniture,2025-06-17,4194.92,null,good,allocated,null
VH-WD-C34-0002,null,null,Single Door Wardrobe With Mirror,Wardrobe,Furniture,2025-06-17,4194.92,null,good,allocated,null
VH-WM-C34-0001,03WH5PBM401881F,Samsung,WA60M4100HY 01 /TL,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-C34-0001,19020038613962,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C34-0002,19020038613960,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-C41-0001,SE190025911,Hitachi,RSG312HCD0BW/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C41-0002,SE190Q15757,Hitachi,RSG312HCD0BW/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C41-0003,SE190016119,Hitachi,RSG312HCDOBW,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C41-0004,null,null,null,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-C41-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C41-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-C41-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C41-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C41-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C41-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-C41-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C41-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C41-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C41-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C41-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C41-0006,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-C41-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C41-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C41-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C41-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C41-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C41-0006,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-C41-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-C41-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-CH-C34-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CB-D41-0008,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D41-0007,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D41-0006,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D41-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D41-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D41-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D41-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-D41-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CO-D41-0008,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D41-0007,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D41-0006,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D41-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D41-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D41-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D41-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-D41-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CH-D41-0005,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-D41-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-D41-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-D41-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-D41-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-BS-D41-0007,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-D41-0006,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-D41-0005,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-D41-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
